,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
384,HCONRES301,Affirming the United States commitment to Taiwan.,,R,1998-07-17,,,35,29,6,0,International affairs,Declares that the Congress affirms: (1) its longstanding commitment to Taiwan in accordance with the Taiwan Relations Act; (2) its expectation that the future status of Taiwan will be determined by peaceful means that the people of both sides of the Taiwan Strait should determine their own future and that it considers any effort to determine or influence Taiwan's future status by other than peaceful means a threat to the peace and security of the Western Pacific region and of grave concern ...,9,1
385,HRES504,Providing for consideration of the bill (H.R. 4193) making appropriations for the Department of the Interior and related agencies for the fiscal year ending September 30 1999 and for other purposes.,,R,1998-07-20,,,0,0,0,0,Congress,Sets forth the rule (open) for the consideration of H.R. 4193 (Department of the Interior and related agencies appropriations).,9,2
386,HR4193,Making appropriations for the Department of the Interior and related agencies for the fiscal year ending September 30 1999 and for other purposes.,Department of the Interior and Related Agencies Appropriations Act 1999,R,1998-07-08,,,0,0,0,0,Economics and public finance,TABLE OF CONTENTS: Title I: Department of the Interior Title II: Related Agencies Title III: General Provisions Department of the Interior and Related Agencies Appropriations Act 1999 - Makes appropriations for the Department of the Interior and related agencies for FY 1999. Title I: Department of the Interior - Makes appropriations for the Bureau of Land Management (BLM) for: (1) land and resource management; (2) wildland fire management; (3) remedial action of hazardous waste substances; (...,47,12
387,HJRES121,Disapproving the extension of nondiscriminatory treatment (most-favored-nation treatment) to the products of the People's Republic of China.,,R,1998-06-04,,,0,0,0,0,Foreign trade and international finance,Disapproves the recommendation of the President to extend nondiscriminatory treatment (most-favored-nation treatment) to the products of China.,13,1
388,HR1689,To amend the Securities Act of 1933 and the Securities Exchange Act of 1934 to limit the conduct of securities class actions under State law and for other purposes.,Securities Litigation Uniform Standards Act of 1998,R,1997-05-21,,,232,151,81,0,Finance and financial sector,TABLE OF CONTENTS: Title I: Securities Litigation Uniform Standards Title II: Reauthorization of the Securities and Exchange Commission Title III: Clerical and Technical Amendments Securities Litigation Uniform Standards Act of 1998 - Title I: Securities Litigation Uniform Standards - Amends the Securities Act of 1933 and the Securities Exchange Act of 1934 to prohibit any private class action based upon State statutory or common law in State or Federal court by any private party alleging: (1...,17,1
389,HRES509,Providing for consideration of the bill (H.R. 4250) to provide new patient protections under group health plans.,,R,1998-07-24,,,0,0,0,0,Congress,Sets forth the rule (modified closed) for the consideration of H.R. 4250 (providing new patient protections under group health plans).,8,1
390,HR4250,To provide new patient protections under group health plans.,Patient Protection Act of 1998,R,1998-07-16,,,75,75,0,0,Health,TABLE OF CONTENTS: Title I: Amendments to the Employee Retirement Income Security Act of 1974 Subtitle A: Patient Protections Subtitle B: Patient Access to Information Subtitle C: New Procedures and Access to Courts for Grievances Arising under Group Health Plans Subtitle D: Affordable Health Coverage for Employees of Small Businesses Title II: Amendments to Public Health Service Act Subtitle A: Patient Protections and Point of Service Coverage Requirements Subtitle B: Patient Access to Infor...,27,4
391,HCONRES311,Honoring the memory of Detective John Michael Gibson and Private First Class Jacob Joseph Chestnut of the United States Capitol Police for their selfless acts of heroism at the United States Capitol on July 24 1998.,,R,1998-07-27,,,15,8,7,0,Commemorations,Declares that the Congress honors the memory of Detective John Michael Gibson and Private First Class Jacob Joseph Chestnut of the U.S. Capitol Police for the selfless acts of heroism they displayed on July 24 1998 in sacrificing their lives in the line of duty so that others might live. Provides that when the House of Representatives adjourns on this date and when the Senate adjourns or recesses on this date they shall do so out of respect for the memory of Officers Gibson and Chestnut.,8,1
392,HRES511,Waiving points of order against the conference report to accompany the bill (H.R. 629) to grant the consent of the Congress to the Texas Low-Level Radioactive Waste Disposal Compact.,,R,1998-07-28,,,0,0,0,0,Congress,Waives all points of order against the conference report to accompany the bill H.R. 629 (granting the consent of the Congress to the Texas Low-Level Radioactive Waste Disposal Compact).,8,1
393,HR4328,Making omnibus consolidated and emergency appropriations for the fiscal year ending September 30 1999 and for other purposes.,Omnibus Consolidated and Emergency Supplemental Appropriations Act 1999,R,1998-07-24,,,0,0,0,0,Economics and public finance,TABLE OF CONTENTS: Division A: Omnibus Consolidated Appropriations Title I: Agricultural Programs Title II: Conservation Programs Title III: Rural Economic and Community Development Programs Title IV: Domestic Food Programs Title V: Foreign Assistance and Related Programs Title VI: Related Agencies and Food and Drug Administration Title VII: General Provisions Title VIII: Agricultural Credit Title IX: India-Pakistan Relief Act Title X: Under Secretary of Agriculture for Marketing and Regulato...,59,4
394,HJRES120,Disapproving the extension of the waiver authority contained in section 402(c) of the Trade Act of 1974 with respect to Vietnam.,,R,1998-06-04,,,2,2,0,0,Foreign trade and international finance,Disapproves the recommendation of the President to extend the authority to waive freedom of emigration requirements with respect to Vietnam in order to qualify its products for nondiscriminatory treatment (most-favored-nation treatment).,16,1
395,HRES507,Providing special investigative authority for the Committee on Education and the Workforce.,,R,1998-07-21,,,6,6,0,0,Congress,Applies this resolution to the investigation by the House Committee on Education and Workforce into the administration of labor laws by Government agencies including the Departments of Labor and Justice concerning the International Brotherhood of the Teamsters and other related matters. Considers information obtained under the authority of this resolution as taken: (1) in the District of Columbia as well as at the location actually taken; and (2) in executive session by the subcommittee on ...,14,1
396,HR3743,To withhold voluntary proportional assistance for programs and projects of the International Atomic Energy Agency relating to the development and completion of the Bushehr nuclear power plant in Iran and for other purposes.,Iran Nuclear Proliferation Prevention Act of 1998,D,1998-04-29,,,42,10,32,0,International affairs,Iran Nuclear Proliferation Prevention Act of 1998 - Amends the Foreign Assistance Act of 1961 to withhold U.S. voluntary contributions from programs and projects of the International Atomic Energy Agency in Iran. Instructs the Secretary of State to review and report annually to the Congress on all Agency programs and projects in specified countries to determine if they are consistent with U.S. nuclear nonproliferation and safety goals. Requires the Secretary to direct the U.S. representative ...,12,1
397,SJRES54,A joint resolution finding the Government of Iraq in unacceptable and material breach of its international obligations.,,R,1998-06-25,,,6,5,1,0,International affairs,Declares that the Government of Iraq is in material and unacceptable breach of its international obligations. Urges the President to take appropriate action under U.S. law to bring Iraq into compliance with such obligations.,21,1
398,HCONRES213,Expressing the sense of the Congress that the European Union is unfairly restricting the importation of United States agriculture products and the elimination of such restrictions should be a top priority in trade negotiations with the European Union.,,R,1998-02-11,,,1,1,0,0,Foreign trade and international finance,Expresses the sense of the Congress that: (1) many nations including the European Union unfairly restrict the importation of U.S. agricultural products; (2) the elimination of such restrictions should be a top priority of any current or future trade negotiation; (3) the President should develop a trade agenda which addresses agricultural trade barriers in multilateral and bilateral trade negotiations and pursues full compliance with dispute settlement decisions of the World Trade Organizati...,15,1
399,HR4276,Making appropriations for the Departments of Commerce Justice and State the Judiciary and related agencies for the fiscal year ending September 30 1999 and for other purposes.,Departments of Commerce Justice and State the Judiciary and Related Agencies Appropriations Act 1999,R,1998-07-20,,,0,0,0,0,Economics and public finance,TABLE OF CONTENTS: Title I: Department of Justice Title II: Department of Commerce and Related Agencies Title III: The Judiciary Title IV: Department of State and Related Agencies Title V: Related Agencies Title VI: General Provisions Title VII: Rescissions Title VIII: Local Government Law Enforcement Block Grant Act Title IX: National Whale Conservation Fund Act Title X: VAWA Restoration Act Title XI: Temporary Agricultural Workers Title XII: Nursing Relief For Disadvantaged Areas Department...,77,22
400,HRES517,Providing for consideration of the bill (H.R. 4380) making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against revenues of said District for the fiscal year ending September 30 1999 and for other purposes.,,R,1998-08-06,,,0,0,0,0,Congress,Sets forth the rule (open) for the consideration of H.R. 4380 (District of Columbia appropriations).,8,1
401,HR4380,Making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against revenues of said District for the fiscal year ending September 30 1999 and for other purposes.,District of Columbia Appropriations Act 1999,R,1998-08-03,,,0,0,0,0,Economics and public finance,TABLE OF CONTENTS: Title I: Appropriations Title II: District of Columbia Student Opportunity Scholarships District of Columbia Appropriations Act 1999 - Title I: Appropriations - Makes appropriations for the District of Columbia for FY 1999 including amounts for: (1) the Federal contribution to the Washington Metropolitan Area Transit Authority for improvements and expansion of the Mount Vernon Square Metrorail station located at the site of the proposed Washington Convention Center projec...,42,10
402,HR678,To require the Secretary of the Treasury to mint coins in commemoration of the sesquicentennial of the birth of Thomas Alva Edison to redesign the half dollar circulating coin for 1997 to commemorate Thomas Edison and for other purposes.,Thomas Alva Edison Commemorative Coin Act,R,1997-02-11,,,296,152,144,1,Commemorations,Thomas Alva Edison Commemorative Coin Act - Directs the Secretary of the Treasury to mint one-dollar silver coins emblematic of the light bulb and the many inventions made by Thomas A. Edison throughout his prolific life. Mandates that: (1) the obverse side of the coins bear the likeness of Thomas A. Edison; and (2) coin design be selected by the Secretary and reviewed by the Citizens Commemorative Coin Advisory Committee. Terminates the authority to mint such coins after December 31 2004. R...,17,1
403,HR1560,To require the Secretary of the Treasury to mint coins in commemoration of the bicentennial of the Lewis & Clark Expedition and for other purposes.,Lewis and Clark Expedition Bicentennial Commemorative Coin Act,R,1997-05-08,,,299,163,136,1,Commemorations,TABLE OF CONTENTS: Title I: Lewis and Clark Expedition Bicentennial Coin Title II: Leif Ericsson Millennium Commemorative Coin Title I: Lewis and Clark Expedition Bicentennial Coin - Lewis and Clark Expedition Bicentennial Commemorative Coin Act - Directs the Secretary of the Treasury to mint and issue one-dollar and half-dollar coins emblematic of the expedition of Lewis and Clark. Allocates surcharges from coin sales between the National Lewis and Clark Bicentennial Council and the National...,20,1
404,HRES459,Commemorating 50 years of relations between the United States and the Republic of Korea.,,R,1998-06-05,,,10,4,6,0,International affairs,Congratulates the Republic of Korea on the 50th anniversary of its founding and commends the Korean people on the peaceful democratic transition that has taken place during the most recent presidential elections. Expresses support for the efforts of the Government of President Kim Dae-jung to address economic problems and confirms that the question of reunification of the Korean Peninsula is a matter for the Korean people to decide.,14,1
405,HR2863,To amend the Migratory Bird Treaty Act to clarify restrictions under that Act on baiting to facilitate acquisition of migratory bird habitat and for other purposes.,Migratory Bird Treaty Reform Act of 1998,R,1997-11-06,,,12,9,3,0,Animals,Migratory Bird Treaty Reform Act of 1998 - Amends the Migratory Bird Treaty Act to make it unlawful for persons to: (1) take migratory birds by the aid of baiting or on or over any baited area if such persons know or should know that the area is a baited area; or (2) place or direct the placement of bait on or adjacent to an area for purposes of causing inducing or allowing any person to take or attempt to take any migratory bird by the aid of baiting on or over the baited area. Increases...,31,1
406,HR2538,To establish a Presidential commission to determine the validity of certain land claims arising out of the Treaty of Guadalupe-Hidalgo of 1848 involving the descendants of persons who were Mexican citizens at the time of the Treaty.,Guadalupe-Hidalgo Treaty Land Claims Act of 1998,R,1997-09-24,,,79,69,10,0,Public lands and natural resources,Guadalupe-Hidalgo Treaty Land Claims Act of 1998 - Establishes the Guadalupe-Hidalgo Treaty Land Claims Commission to determine the validity of land claims arising out of the Treaty of Guadalupe-Hidalgo of 1848. Authorizes three or more eligible Mexican descendants in the State of New Mexico who are also descendants of the same community land grant to petition the Commission for such a determination on behalf of themselves and all other descendants. Directs the Commission to establish a Commu...,23,1
407,HR3892,To amend the Elementary and Secondary Education Act of 1965 to establish a program to help children and youth learn English and for other purposes.,English Language Fluency Act,R,1998-05-19,,,3,3,0,0,Elementary and secondary education,English Language Fluency Act - Amends the Elementary and Secondary Education Act of 1965 (ESEA) to establish a program to help children and youth learn English under title VII. Changes the name of title VII from Bilingual Education Language Enhancement and Language Acquisition Programs to English Language Fluency and Foreign Language Acquisition Programs. (Sec. 1) Requires that parents be given: (1) notification of a child's identification as needing English language instruction; (2) the ri...,24,3
408,HRES525,Providing for a deliberative review by the Committee on the Judiciary of a communication from an independent counsel and for the release thereof and for other purposes.,,R,1998-09-10,,,0,0,0,0,Congress,Provides for a review by the House Committee on the Judiciary of the communication received on September 9 1998 from an independent counsel transmitting a determination that substantial and credible information received by the independent counsel in carrying out his mandated responsibilities may constitute grounds for an impeachment of the President and related matters to determine whether sufficient grounds exist to recommend to the House that an impeachment inquiry be commenced. Provid...,9,1
409,S2206,A bill to amend the Head Start Act the Low-Income Home Energy Assistance Act of 1981 and the Community Services Block Grant Act to reauthorize and make improvements to those Acts to establish demonstration projects that provide an opportunity for persons with limited means to accumulate assets and for other purposes.,Coats Human Services Reauthorization Act of 1998,R,1998-06-23,,,3,1,2,0,Social welfare,TABLE OF CONTENTS: Title I: Head Start Programs Title II: Community Services Block Grant Program Title III: Low-Income Home Energy Assistance Title IV: Assets for Independence Community Opportunities Accountability and Training and Educational Services Act of 1998 or Coats Human Services Reauthorization Act of 1998 - Title I: Head Start Programs - Head Start Amendments of 1998 - Amends the Head Start Act to reauthorize and revise its programs. (Sec. 102) Revises the statement of purpose to ...,38,1
410,HCONRES304,Expressing the sense of the Congress regarding the culpability of Slobodan Milosevic for war crimes crimes against humanity and genocide in the former Yugoslavia and for other purposes.,,R,1998-07-21,,,27,7,20,0,International affairs,Expresses the sense of the Congress that the United States should: (1) publicly declare that it considers that there is reason to believe that Slobodan Milosevic President of the Federal Republic of Yugoslavia has committed war crimes crimes against humanity and genocide; (2) make collection of information that can be supplied to the International Criminal Tribunal for the former Yugoslavia for use as evidence to support his indictment and trial a high priority; (3) provide a fair share o...,12,1
411,HCONRES254,Calling on the Government of Cuba to extradite to the United States convicted felon Joanne Chesimard and all other individuals who have fled the United States to avoid prosecution or confinement for criminal offenses and who are currently living freely in Cuba.,,R,1998-03-30,,,26,22,4,0,International affairs,Expresses the sense of the Congress that: (1) the Government of Cuba should return to the United States convicted murderer Joanne Chesimard and all other individuals currently living freely in Cuba who have fled the United States to avoid prosecution or confinement for criminal offenses; and (2) the return of such criminals should be a top priority for the U.S. Government.,17,1
412,HCONRES185,Expressing the sense of the Congress on the occasion of the 50th anniversary of the signing of the Universal Declaration of Human Rights and recommitting the United States to the principles expressed in the Universal Declaration.,,D,1997-11-07,,,39,7,32,0,International affairs,Reaffirms the U.S. commitment to the rights enunciated in the Universal Declaration of Human Rights. Expresses the determination of the Congress to work for the implementation and observance of international human rights and rights agreements. Urges government leaders of all nations representatives of private international human rights organizations business and labor leaders local government officials and all Americans to use the Declaration as an instrument to promote tolerance underst...,17,1
413,HJRES117,Expressing the sense of Congress that marijuana is a dangerous and addictive drug and should not be legalized for medicinal use.,,R,1998-04-30,,,8,8,0,0,Drug abuse,Declares that the Congress supports the existing Federal legal process for determining the safety and efficacy of drugs and opposes efforts to circumvent this process by legalizing marijuana and other Schedule I drugs for medicinal use without valid scientific evidence and Food and Drug Administration approval. Directs the Attorney General to report to the House and Senate Judiciary Committees regarding specified years on: (1) the total quantity of marijuana eradicated in the United State...,14,1
414,S2073,A bill to authorize appropriations for the National Center for Missing and Exploited Children.,Juvenile Crime Control and Delinquency Prevention Act of 1998,R,1998-05-13,,,5,4,1,0,Crime and law enforcement,TABLE OF CONTENTS: Title I: Amendments to Juvenile Justice and Delinquency Prevention Act of 1974 Title II: Amendments to the Runaway and Homeless Youth Act Title III: Repeal of Title V Relating to Incentive Grants for Local Delinquency Prevention Programs Title IV: Miscellaneous Amendments Title V: Reforming the Federal Juvenile Justice System Title VI: Apprehending Armed Violent Youth Title VII: Accountability for Juvenile Offenders and Public Protection Incentive Grants Title VIII: Special...,27,2
415,HR4382,To amend the Public Health Service Act to revise and extend the program for mammography quality standards.,Mammography Quality Standards Reauthorization Act of 1998,R,1998-08-03,,,23,10,13,0,Health,Mammography Quality Standards Reauthorization Act of 1998 - Amends the Public Health Service Act to authorize appropriations to carry out provisions relating to the certification of mammography facilities. Requires that appeals from certification denials follow procedures in effect at that time (currently in effect on a specified date). Requires that standards for accreditation bodies: (1) mandate review of clinical images by qualified review physicians (currently by qualified practicing ph...,19,1
416,HR4300,To support enhanced drug interdiction efforts in the major transit countries and support a comprehensive supply eradication and crop substitution program in source countries.,Western Hemisphere Drug Elimination Act,R,1998-07-22,,,55,51,4,0,International affairs,TABLE OF CONTENTS: Title I: Enhanced Source and Transit Country Coverage Title II: Enhanced Eradication and Interdiction Strategy in Source Countries Title III: Enhanced Alternative Crop Development Support in Source Zone and Mycoherbicide Research and Development Title IV: Enhanced International Law Enforcement Training Title V: Enhanced Drug Transit and Source Zone Law Enforcement Operations and Equipment Title VI: Relationship to Other Laws Title VII: Criminal Background Checks on Port Emp...,29,5
417,HR4550,To provide for programs to facilitate a significant reduction in the incidence and prevalence of substance abuse through reducing the demand for illegal drugs and the inappropriate use of legal drugs.,Drug Demand Reduction Act,R,1998-09-11,,,16,13,3,0,Drug abuse,TABLE OF CONTENTS: Title I: Targeted Substance Abuse Prevention and Treatment Programs Subtitle A: National Youth Anti-Drug Media Campaign Subtitle B: Drug-Free Workplace Act Subtitle C: Drug-Free Teen Drivers Subtitle D: Drug-Free Prisons and Jails Subtitle E: Drug-Free Schools Quality Assurance Subtitle F: Drug-Free National Clearinghouse Subtitle G: Drug-Free Parents Empowerment Title II: Private Sector Anti-Drug Partnerships Subtitle A: Antiaddiction Medications Subtitle B: Commission on ...,26,2
418,HJRES128,Making continuing appropriations for the fiscal year 1999 and for other purposes.,,R,1998-09-16,,,0,0,0,0,Economics and public finance,Makes appropriations for FY 1999 for continuing projects or activities including the costs of direct loans and loan guarantees which were conducted in FY 1998 and for which appropriations funds or other authority would be available in: (1) the Agriculture Rural Development Food and Drug Administration and Related Agencies Appropriations Act 1999; (2) the Departments of Commerce Justice and State the Judiciary and Related Agencies Appropriations Act 1999; (3) the Department of Def...,15,1
419,HRES542,Providing for consideration of the bill (H.R. 4569) making appropriations for foreign operations export financing and related programs for the fiscal year ending September 30 1999 and for other purposes.,,R,1998-09-16,,,0,0,0,0,Congress,Sets forth the rule (modified open) for the consideration of H.R. 4569 (foreign operations export financing and related programs appropriations).,8,1
420,HR4569,Making appropriations for foreign operations export financing and related programs for the fiscal year ending September 30 1999 and for other purposes.,Foreign Operations Export Financing and Related Programs Appropriations Act 1999,R,1998-09-15,,,0,0,0,0,International affairs,TABLE OF CONTENTS: Title I: Export and Investment Assistance Title II: Bilateral Economic Assistance Title III: Military Assistance Title IV: Multilateral Economic Assistance Title V: General Provisions Title VI: Funds Appropriated to the President - International Monetary Programs Title VII: Additional General Provisions Foreign Operations Export Financing and Related Programs Appropriations Act 1999 - Title I: Export and Investment Assistance - Makes appropriations for FY 1999 for: (1) d...,25,3
421,HR3248,To provide dollars to the classroom.,Dollars to the Classroom Act,R,1998-02-24,,,110,107,3,1,Elementary and secondary education,TABLE OF CONTENTS: Title I: Improvement of Classroom Services and Activities Title II: Miscellaneous Provisions Dollars to the Classroom Act - Title I: Improvement of Classroom Services and Activities - Authorizes the Secretary of Education to award grants to States for use by States and local educational agencies (LEAs) to improve classroom services and activities for students. (Sec. 102) Requires reservation of specified portions of title I funds for: (1) outlying areas to be distributed o...,30,3
422,HRES545,Impeaching Kenneth W. Starr an independent counsel of the United States appointed pursuant to 28 United States Code section 593(b) of high crimes and misdemeanors.,,D,1998-09-18,,,0,0,0,0,Crime and law enforcement,Impeaches Kenneth W. Starr an independent counsel of the United States for high crimes and misdemeanors. Includes among articles of impeachment: (1) usurping the power of impeachment that vests exclusively in the House of Representatives and impeding the exercise of such power by the House; (2) unconstitutionally undermining the office of President and impeding the President's ability to discharge his duties; (3) unconstitutionally arrogating unto himself powers assigned to the Federal cour...,5,1
423,HRES144,To express support for the bicentennial of the Lewis and Clark Expedition.,,R,1997-05-06,,,77,61,16,1,Commemorations,Expresses support for: (1) the work of the National Lewis and Clark Bicentennial Council and all the Federal State and local entities and other interested groups that are preparing bicentennial activities to celebrate the 200th anniversary of the Lewis and Clark Expedition; and (2) the events to be held in observance of the Expedition at Council Bluff near present-day Fort Calhoun Nebraska at St. Louis Missouri at Portland and Fort Clatsop Oregon and at Bismarck North Dakota and man...,10,1
424,HRES505,Expressing the sense of the House of Representatives with respect to the importance of diplomatic relations with the Pacific Island nations.,,D,1998-07-20,,,12,4,8,0,International affairs,Declares that: (1) it is in the national interest of the United States to remain actively engaged in the South Pacific region as a means of supporting important U.S. commercial and strategic interests and to encourage the consolidation of democratic values; (2) a Pacific island summit hosted by the President with the Pacific island heads of government would be an excellent opportunity for the United States to foster and improve diplomatic relations with the Pacific island nations; and (3) ...,13,1
425,HCONRES315,Expressing the sense of the Congress condemning the atrocities by Serbian police and military forces against Albanians in Kosova and urging that blocked assets of the Federal Republic of Yugoslavia (Serbia and Montenegro) under control of the United States and other governments be used to compensate the Albanians in Kosova for losses suffered through Serbian police and military action.,,D,1998-08-03,,,11,3,8,0,International affairs,Condemns the loss of life and the destruction of property in Kosova that is the consequence of the brutal actions of the Serbian police and military forces against the ethnic Albanian population of the province. Expresses the belief of the Congress that the Government of Serbia is primarily responsible and should bear the principal burden of providing compensation for the loss of life and for the costs of rebuilding areas which its forces have devastated. Urges: (1) the President and official...,12,1
426,HR3736,To amend the Immigration and Nationality Act to make changes relating to H-1B nonimmigrants.,Temporary Access to Skilled Workers and H-1B Nonimmigrant Program Improvement Act of 1998,R,1998-04-28,,,3,2,1,0,Immigration,TABLE OF CONTENTS: Title I: Provisions Relating to H-1B Nonimmigrants Title II: Special Immigrant Status for Certain NATO Civilian Employees Title III: Miscellaneous Provision Temporary Access to Skilled Workers and H-1B Nonimmigrant Program Improvement Act of 1998 - Title I: Provisions Relating to H-1B Nonimmigrants - Amends the Immigration and Nationality Act to temporarily increase (through FY 2001) the annual number of skilled foreign worker H-1B visas. (Sec. 102) Requires a prospective H...,19,2
427,HRES552,Providing for consideration of the bill (H.R. 4578) to amend the Social Security Act to establish the Protect Social Security Account into which the Secretary of the Treasury shall deposit budget surpluses until a reform measure is enacted to ensure the long-term solvency of the OASDI trust funds and for consideration of the bill (H.R. 4579) to provide tax relief for individuals families and farming and other small businesses to provide tax incentives for education to extend certain expiring provisions and for other purposes.,,R,1998-09-24,,,0,0,0,0,Congress,Sets forth the rule (modified closed) for the consideration of H.R. 4578 (amending the Social Security Act to establish the Protect Social Security Account) and H.R. 4578 (amending the Internal Revenue Code to provide tax relief for individuals families and farming and other small businesses to provide tax incentives for education and to extend certain expiring provisions). Provides that in the engrossment of H.R. 4579 the Clerk of the House of Representatives shall: (1) add the text of ...,8,2
428,HR4578,To amend the Social Security Act to establish the Protect Social Security Account into which the Secretary of the Treasury shall deposit budget surpluses until a reform measure is enacted to ensure the long-term solvency of the OASDI trust funds.,,R,1998-09-16,,,3,3,0,0,Social welfare,Amends title II (Old Age Survivors and Disability Insurance) (OASDI) of the Social Security Act to establish in the Treasury the Protect Social Security Account to save budget surpluses until a reform measure is enacted to ensure the long-term solvency of the OASDI trust funds. Requires the Secretary of the Treasury to: (1) pay into the Account annually during each fiscal-year period from FY 1998 through 2008 amounts totalling in the aggregate 90 percent of the projected surplus (if any) i...,14,2
429,HRES553,Providing for consideration of the bill (H.R. 2621) to extend trade authorities procedures with respect to reciprocal trade agreements and for other purposes.,,R,1998-09-24,,,0,0,0,0,Congress,Sets forth the rule (closed) for the consideration of H.R. 2621 (reciprocal trade agreement authorities extension).,8,1
430,HR2621,To extend trade authorities procedures with respect to reciprocal trade agreements and for other purposes.,Reciprocal Trade Agreement Authorities Act of 1997,R,1997-10-07,,,2,2,0,0,Foreign trade and international finance,TABLE OF CONTENTS: Title I: Trade Authorities Procedures Title II: Trade Adjustment Assistance Title III: Spending Offsets Title IV: Miscellaneous Trade Provisions Reciprocal Trade Agreement Authorities Act of 1998 - Title I: Trade Authorities Procedures - Sets forth the overall trade negotiating objectives of the United States for trade agreements (generally similar to the objectives of the Omnibus Trade and Competitiveness Act of 1988 (OTCA)) including: (1) to further strengthen the system...,18,1
431,HR4579,To provide tax relief for individuals families and farming and other small businesses to provide tax incentives for education to extend certain expiring provisions and for other purposes.,Taxpayer Relief Act of 1998,R,1998-09-16,,,23,23,0,0,Taxation,TABLE OF CONTENTS: Title I: Provisions Primarily Affecting Individuals and Families Subtitle A: General Provisions Subtitle B: Provisions Relating to Education Subtitle C: Provisions Relating to Social Security Title II: Provisions Primarily Affecting Farming and Other Businesses Subtitle A: Increase in Expense Treatment for Small Businesses Subtitle B: Provisions Relating to Farmers Subtitle C: Increase in Volume Cap on Private Activity Bonds Title III: Extension and Modification of Certain ...,20,2
432,HR3891,To amend the Trademark Act of 1946 to prohibit the unauthorized destruction modification or alteration of product identification codes and for other purposes.,Trademark Anticounterfeiting Act of 1998,R,1998-05-19,,,0,0,0,0,Intellectual property,Trademark Anticounterfeiting Act of 1998 - Amends the Trademark Act of 1946 (Lanham Act) and the Federal criminal code to declare unlawful unauthorized modification of product identification codes including: (1) specified acts of tampering with the product identification code of any good; and (2) importing exporting distributing or brokering goods whose product identification codes have been tampered with. Excludes from such proscription certain actions relating to repackaging for resale....,16,1
433,HRES563,Waiving points of order against the conference report to accompany the bill (H.R. 4104) making appropriations for the Treasury Department the United States Postal Service the Executive Office of the President and certain Independent Agencies for the fiscal year ending September 30 1999 and for other purposes.,,R,1998-10-01,,,0,0,0,0,Congress,Waives points of order against the consideration of the conference report on H.R. 4104 (making appropriations for the Department of the Treasury U.S. Postal Service Executive Office of the President and certain independent agencies).,8,1
434,HRES564,Providing for consideration of the bill (H.R. 4274) making appropriations for the Department of Labor Health and Human Services and Education and related agencies for the fiscal year ending September 30 1999 and for other purposes.,,R,1998-10-01,,,0,0,0,0,Congress,Sets forth the rule (open) for the consideration of H.R. 4274 (Departments of Labor Health and Human Services and Education and related agencies appropriations).,10,1
435,HR4614,To provide for the conveyance of Federal land in New Castle New Hampshire to the town of New Castle New Hampshire and to require the release of certain restrictions with respect to land in such town.,,R,1998-09-23,,,0,0,0,0,Public lands and natural resources,Requires the Adminstrator of General Services to convey to the town of New Castle New Hampshire a certain parcel of Federal land currently leased to the town. Permits the land conveyed to be used to replace certain Land and Water Conservation Fund-assisted land in such town and requires it to be of reasonably equivalent recreational usefulness and location.,9,1
436,HR1154,To provide for administrative procedures to extend Federal recognition to certain Indian groups and for other purposes.,Indian Federal Recognition Administrative Procedures Act of 1998,D,1997-03-20,,,7,0,7,0,Minorities,Indian Federal Recognition Administrative Procedures Act of 1998 - Establishes the Commission on Indian Recognition within the Department of the Interior which shall assume the Department's authority to recognize a petitioning Indian group's tribal status. Sets forth operating and petitioning procedures. Requires petitions to contain specific evidence establishing certain mandatory criteria including that: (1) the petitioner has been identified as an American Indian entity on a substantially...,13,1
437,HR4655,To establish a program to support a transition to democracy in Iraq.,Iraq Liberation Act of 1998,R,1998-09-29,,,1,1,0,0,International affairs,Iraq Liberation Act of 1998 - Declares that it should be the policy of the United States to seek to remove the Saddam Hussein regime from power in Iraq and to replace it with a democratic government. Authorizes the President after notifying specified congressional committees to provide to the Iraqi democratic opposition organizations: (1) grant assistance for radio and television broadcasting to Iraq; (2) Department of Defense (DOD) defense articles and services and military education and t...,18,1
438,HRES575,Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions reported from the Committee on Rules and for other purposes.,,R,1998-10-05,,,0,0,0,0,Congress,Waives provisions of rule XI of the Rules of the House of Representatives that require a two-thirds vote to consider a report from the Committee on Rules on the same day it is presented to the House with respect to resolutions reported by such Committee before the legislative day of October 11 1998 to provide for the consideration or disposition of a bill or joint resolution (including any amendment conference report or any amendment from conference in disagreement thereon) that: (1) make...,7,1
